Player,FG%,FGA,3P%,3PA,FT%,ORB,DRB,AST,STL,BLK,TOV,PTS,Hierarchical
Ed Davis,0.616,0.12605042016806722,0,0,0.617,0.5,0.5315315315315315,0.07476635514018692,0.18181818181818182,0.14814814814814814,0.16,0.14164305949008496,1
Dewayne Dedmon,0.492,0.315126050420168,0.382,0.25757575757575757,0.814,0.2962962962962963,0.5315315315315315,0.1308411214953271,0.5,0.40740740740740744,0.26,0.2832861189801699,4
Sam Dekker,0.469,0.19747899159663865,0.306,0.0984848484848485,0.609,0.20370370370370372,0.1801801801801802,0.09345794392523366,0.36363636363636365,0.037037037037037035,0.1,0.15014164305949007,1
Matthew Dellavedova,0.405,0.18067226890756302,0.338,0.20454545454545456,0.808,0.018518518518518517,0.13513513513513514,0.35514018691588783,0.13636363636363635,0,0.27999999999999997,0.14447592067988668,1
Luol Deng,0.5,0.19747899159663865,0.318,0.15151515151515152,0.714,0.16666666666666666,0.21621621621621623,0.07476635514018692,0.3181818181818181,0.14814814814814814,0.12,0.17847025495750707,1
DeMar DeRozan,0.481,0.689075630252101,0.156,0.045454545454545456,0.83,0.12962962962962962,0.4774774774774775,0.5794392523364487,0.5,0.18518518518518517,0.52,0.5779036827195466,7
Marcus Derrickson,0.485,0.09663865546218486,0.5,0.13636363636363638,0.8,0.12962962962962962,0.04504504504504505,0.009345794392523366,0,0.037037037037037035,0.06,0.09631728045325778,1
Cheick Diallo,0.62,0.14705882352941177,0.25,0.007575757575757577,0.746,0.2222222222222222,0.3603603603603604,0.04672897196261683,0.22727272727272727,0.18518518518518517,0.16,0.14730878186968838,1
Hamidou Diallo,0.455,0.10504201680672269,0.167,0.03787878787878788,0.61,0.12962962962962962,0.10810810810810811,0.028037383177570093,0.18181818181818182,0.07407407407407407,0.1,0.0821529745042493,2
Gorgui Dieng,0.501,0.18067226890756302,0.339,0.05303030303030303,0.83,0.20370370370370372,0.2702702702702703,0.08411214953271029,0.2727272727272727,0.18518518518518517,0.16,0.15864022662889518,1
Spencer Dinwiddie,0.442,0.4831932773109244,0.335,0.4090909090909091,0.806,0.07407407407407407,0.1891891891891892,0.42990654205607476,0.2727272727272727,0.1111111111111111,0.44000000000000006,0.4532577903682719,6
Donte DiVincenzo,0.403,0.16386554621848737,0.265,0.23484848484848486,0.75,0.1111111111111111,0.16216216216216217,0.10280373831775702,0.22727272727272727,0.07407407407407407,0.13999999999999999,0.11614730878186968,1
Luka Dončić,0.427,0.6638655462184874,0.327,0.5378787878787878,0.713,0.2222222222222222,0.5945945945945946,0.5607476635514019,0.5,0.1111111111111111,0.6799999999999999,0.5779036827195466,7
Tyler Dorsey,0.405,0.20168067226890754,0.333,0.21212121212121213,0.623,0.1111111111111111,0.16216216216216217,0.11214953271028037,0.13636363636363635,0,0.12,0.15297450424929177,1
Damyean Dotson,0.415,0.3739495798319328,0.368,0.3560606060606061,0.745,0.09259259259259259,0.2792792792792793,0.16822429906542058,0.36363636363636365,0.037037037037037035,0.2,0.28045325779036817,1
PJ Dozier,0.381,0.1176470588235294,0.25,0.0984848484848485,0.5,0.18518518518518517,0.16216216216216217,0.07476635514018692,0.13636363636363635,0,0,0.0679886685552408,2
Goran Dragić,0.413,0.4747899159663866,0.348,0.34848484848484845,0.782,0.1111111111111111,0.22522522522522523,0.4485981308411215,0.36363636363636365,0.037037037037037035,0.4,0.36543909348441916,6
Andre Drummond,0.533,0.5294117647058824,0.132,0.03787878787878788,0.59,1,0.9189189189189189,0.1308411214953271,0.7727272727272726,0.6296296296296295,0.44000000000000006,0.4674220963172804,3
Jared Dudley,0.423,0.14285714285714282,0.351,0.196969696969697,0.696,0.1111111111111111,0.1891891891891892,0.1308411214953271,0.2727272727272727,0.1111111111111111,0.13999999999999999,0.11614730878186968,1
Kris Dunn,0.425,0.4327731092436975,0.354,0.15909090909090912,0.797,0.07407407407407407,0.33333333333333337,0.5607476635514019,0.6818181818181818,0.18518518518518517,0.45999999999999996,0.29745042492917845,6
Kevin Durant,0.521,0.7142857142857143,0.353,0.3787878787878788,0.885,0.07407407407407407,0.5315315315315315,0.5514018691588786,0.3181818181818181,0.40740740740740744,0.58,0.7138810198300283,7
Henry Ellenson,0.411,0.18067226890756302,0.447,0.15151515151515152,0.76,0.05555555555555555,0.2882882882882883,0.07476635514018692,0.18181818181818182,0.037037037037037035,0.1,0.14730878186968838,1
Wayne Ellington,0.403,0.3319327731092437,0.371,0.5303030303030303,0.796,0.05555555555555555,0.16216216216216217,0.1308411214953271,0.45454545454545453,0.037037037037037035,0.16,0.26912181303116145,1
Joel Embiid,0.484,0.7563025210084033,0.3,0.3106060606060606,0.804,0.4629629629629629,1,0.3457943925233645,0.3181818181818181,0.7037037037037036,0.7,0.7563739376770537,5
James Ennis,0.469,0.18487394957983191,0.353,0.20454545454545456,0.716,0.18518518518518517,0.1891891891891892,0.06542056074766354,0.3181818181818181,0.14814814814814814,0.12,0.16713881019830026,1
Jacob Evans,0.34,0.046218487394957986,0.267,0.03787878787878788,0,0.037037037037037035,0.05405405405405406,0.07476635514018692,0.09090909090909091,0.037037037037037035,0.08,0.014164305949008497,2
Tyreke Evans,0.389,0.3739495798319328,0.356,0.23484848484848486,0.719,0.09259259259259259,0.21621621621621623,0.22429906542056074,0.36363636363636365,0.1111111111111111,0.33999999999999997,0.2662889518413597,6
Dante Exum,0.419,0.21008403361344538,0.29,0.11363636363636365,0.791,0.07407407407407407,0.10810810810810811,0.2429906542056075,0.13636363636363635,0.037037037037037035,0.24,0.17280453257790368,1
Kenneth Faried,0.589,0.27310924369747897,0.32,0.05303030303030303,0.646,0.48148148148148145,0.36936936936936937,0.04672897196261683,0.22727272727272727,0.2222222222222222,0.18,0.27195467422096314,1
Derrick Favors,0.586,0.3109243697478991,0.218,0.07575757575757576,0.675,0.5,0.4144144144144144,0.11214953271028037,0.3181818181818181,0.5185185185185185,0.22000000000000003,0.3116147308781869,4
Cristiano Felício,0.531,0.09663865546218486,0,0.007575757575757577,0.685,0.24074074074074073,0.2072072072072072,0.056074766355140186,0.09090909090909091,0.037037037037037035,0.12,0.09065155807365438,1
Raymond Felton,0.407,0.14285714285714282,0.328,0.13636363636363638,0.923,0.018518518518518517,0.08108108108108109,0.14953271028037385,0.13636363636363635,0.07407407407407407,0.08,0.09915014164305948,1
Terrance Ferguson,0.429,0.21428571428571427,0.366,0.29545454545454547,0.725,0.07407407407407407,0.13513513513513514,0.09345794392523366,0.22727272727272727,0.07407407407407407,0.12,0.17280453257790368,1
Yogi Ferrell,0.435,0.18067226890756302,0.362,0.15909090909090912,0.896,0.037037037037037035,0.12612612612612611,0.17757009345794392,0.22727272727272727,0.037037037037037035,0.12,0.14447592067988668,1
Dorian Finney-Smith,0.432,0.24369747899159663,0.311,0.23484848484848486,0.709,0.31481481481481477,0.2792792792792793,0.11214953271028037,0.40909090909090906,0.14814814814814814,0.18,0.18980169971671387,1
Bryn Forbes,0.456,0.3739495798319328,0.426,0.3787878787878788,0.885,0.037037037037037035,0.24324324324324326,0.19626168224299068,0.22727272727272727,0,0.2,0.3116147308781869,1
Evan Fournier,0.438,0.5252100840336135,0.34,0.42424242424242425,0.806,0.09259259259259259,0.24324324324324326,0.33644859813084116,0.40909090909090906,0.037037037037037035,0.38,0.405099150141643,6
De'Aaron Fox,0.458,0.542016806722689,0.371,0.2196969696969697,0.727,0.09259259259259259,0.2882882882882883,0.6822429906542057,0.7272727272727273,0.2222222222222222,0.5599999999999999,0.4674220963172804,7
Melvin Frazier,0.333,0.05882352941176471,0,0.045454545454545456,0.25,0.05555555555555555,0.018018018018018018,0.009345794392523366,0.045454545454545456,0,0.02,0.019830028328611894,2
Tim Frazier,0.444,0.15546218487394958,0.366,0.12878787878787878,0.759,0.12962962962962962,0.19819819819819823,0.39252336448598135,0.22727272727272727,0.037037037037037035,0.26,0.12747875354107646,1
Jimmer Fredette,0.276,0.17226890756302518,0,0.16666666666666669,1,0.037037037037037035,0.0900900900900901,0.12149532710280375,0.22727272727272727,0,0.16,0.0821529745042493,1
Channing Frye,0.368,0.10924369747899158,0.405,0.16666666666666669,0.786,0.018518518518518517,0.11711711711711713,0.056074766355140186,0.09090909090909091,0.037037037037037035,0.08,0.07932011331444758,1
Markelle Fultz,0.419,0.315126050420168,0.286,0.05303030303030303,0.568,0.25925925925925924,0.2072072072072072,0.28971962616822433,0.40909090909090906,0.1111111111111111,0.26,0.20963172804532573,1
Danilo Gallinari,0.463,0.5168067226890757,0.433,0.4166666666666667,0.904,0.14814814814814814,0.4774774774774775,0.2429906542056075,0.3181818181818181,0.1111111111111111,0.3,0.5382436260623229,6
Langston Galloway,0.388,0.27731092436974786,0.355,0.36363636363636365,0.844,0.1111111111111111,0.13513513513513514,0.10280373831775702,0.22727272727272727,0.037037037037037035,0.06,0.21529745042492918,1
Billy Garrett,0.407,0.25630252100840334,0,0.15151515151515152,1,0,0.07207207207207207,0.16822429906542058,0.13636363636363635,0.1111111111111111,0.1,0.16147308781869688,1
Marc Gasol,0.448,0.4327731092436975,0.363,0.26515151515151514,0.759,0.18518518518518517,0.6216216216216217,0.4112149532710281,0.5,0.40740740740740744,0.4,0.36260623229461747,7
Pau Gasol,0.447,0.1008403361344538,0.462,0.030303030303030307,0.7,0.12962962962962962,0.34234234234234234,0.15887850467289721,0.09090909090909091,0.18518518518518517,0.1,0.08781869688385267,1
Rudy Gay,0.504,0.4243697478991597,0.402,0.20454545454545456,0.816,0.16666666666666666,0.5315315315315315,0.2429906542056075,0.36363636363636365,0.18518518518518517,0.33999999999999997,0.36543909348441916,4
Paul George,0.438,0.8529411764705882,0.386,0.7424242424242425,0.839,0.25925925925925924,0.6126126126126126,0.38317757009345793,1,0.14814814814814814,0.54,0.7705382436260622,8
Taj Gibson,0.566,0.29411764705882354,0.324,0.03787878787878788,0.757,0.4629629629629629,0.36936936936936937,0.11214953271028037,0.36363636363636365,0.2222222222222222,0.2,0.2832861189801699,1
Harry Giles,0.503,0.2226890756302521,0,0.007575757575757577,0.637,0.20370370370370372,0.24324324324324326,0.14018691588785048,0.22727272727272727,0.14814814814814814,0.26,0.17563739376770537,1
Shai Gilgeous-Alexander,0.476,0.3361344537815126,0.367,0.12878787878787878,0.8,0.12962962962962962,0.1891891891891892,0.308411214953271,0.5454545454545454,0.18518518518518517,0.33999999999999997,0.2832861189801699,1
Brandon Goodwin,0.261,0.02941176470588235,0.333,0.030303030303030307,0.818,0.018518518518518517,0.009009009009009009,0.08411214953271029,0,0,0.04,0.016997167138810193,1
Aaron Gordon,0.449,0.5336134453781513,0.349,0.33333333333333337,0.731,0.31481481481481477,0.5135135135135136,0.3457943925233645,0.3181818181818181,0.25925925925925924,0.42000000000000004,0.4305949008498583,7
Eric Gordon,0.409,0.5504201680672269,0.36,0.6666666666666667,0.783,0.05555555555555555,0.17117117117117117,0.17757009345794392,0.2727272727272727,0.14814814814814814,0.26,0.4362606232294617,6
Devonte' Graham,0.343,0.1680672268907563,0.281,0.196969696969697,0.761,0.037037037037037035,0.10810810810810811,0.2429906542056075,0.22727272727272727,0,0.13999999999999999,0.11048158640226628,1
Treveon Graham,0.335,0.20168067226890754,0.297,0.28030303030303033,0.818,0.12962962962962962,0.21621621621621623,0.09345794392523366,0.18181818181818182,0.07407407407407407,0.1,0.12747875354107646,1
Jerami Grant,0.497,0.4033613445378152,0.392,0.28030303030303033,0.71,0.2222222222222222,0.3603603603603604,0.09345794392523366,0.36363636363636365,0.48148148148148145,0.16,0.36260623229461747,4
Jerian Grant,0.418,0.12605042016806722,0.364,0.13636363636363638,0.65,0.05555555555555555,0.11711711711711713,0.2429906542056075,0.3181818181818181,0.037037037037037035,0.18,0.09631728045325778,1
Danny Green,0.465,0.3025210084033613,0.455,0.4090909090909091,0.841,0.14814814814814814,0.2882882882882883,0.14953271028037385,0.40909090909090906,0.25925925925925924,0.18,0.26912181303116145,6
Draymond Green,0.445,0.23949579831932774,0.285,0.1893939393939394,0.692,0.16666666666666666,0.5765765765765766,0.6448598130841122,0.6363636363636362,0.40740740740740744,0.52,0.18696883852691218,7
Gerald Green,0.4,0.3025210084033613,0.354,0.4545454545454546,0.838,0.07407407407407407,0.1891891891891892,0.04672897196261683,0.22727272727272727,0.14814814814814814,0.16,0.2379603399433427,1
JaMychal Green,0.483,0.27731092436974786,0.403,0.20454545454545456,0.792,0.2962962962962963,0.42342342342342343,0.07476635514018692,0.3181818181818181,0.18518518518518517,0.26,0.24362606232294615,4
Jeff Green,0.475,0.3445378151260505,0.347,0.31818181818181823,0.888,0.12962962962962962,0.2972972972972973,0.16822429906542058,0.2727272727272727,0.18518518518518517,0.26,0.32577903682719545,6
Blake Griffin,0.462,0.7226890756302521,0.362,0.5303030303030303,0.753,0.24074074074074073,0.5585585585585586,0.5046728971962617,0.3181818181818181,0.14814814814814814,0.6799999999999999,0.6713881019830027,7
Daniel Hamilton,0.383,0.10504201680672269,0.348,0.09090909090909091,0.5,0.09259259259259259,0.17117117117117117,0.11214953271028037,0.13636363636363635,0.037037037037037035,0.16,0.06232294617563739,2
Dusty Hannahs,0.25,0.2226890756302521,0,0.1893939393939394,1,0,0.04504504504504505,0.23364485981308414,0.22727272727272727,0,0.1,0.09065155807365438,1
Tim Hardaway,0.393,0.6134453781512605,0.34,0.5530303030303031,0.841,0.09259259259259259,0.26126126126126126,0.22429906542056074,0.36363636363636365,0.037037037037037035,0.32,0.490084985835694,6
James Harden,0.442,1,0.368,1,0.879,0.14814814814814814,0.5225225225225225,0.7009345794392524,0.9090909090909091,0.25925925925925924,1,1,8
Maurice Harkless,0.487,0.24369747899159663,0.275,0.15151515151515152,0.671,0.24074074074074073,0.2882882882882883,0.11214953271028037,0.5,0.3333333333333333,0.16,0.19546742209631726,1
Montrezl Harrell,0.615,0.4243697478991597,0.176,0.015151515151515154,0.643,0.40740740740740744,0.38738738738738737,0.1869158878504673,0.40909090909090906,0.48148148148148145,0.32,0.4475920679886685,4
Devin Harris,0.38,0.18487394957983191,0.31,0.2196969696969697,0.761,0.037037037037037035,0.13513513513513514,0.16822429906542058,0.22727272727272727,0.07407407407407407,0.16,0.15580736543909346,1
Gary Harris,0.424,0.4411764705882353,0.339,0.31818181818181823,0.799,0.12962962962962962,0.1891891891891892,0.20560747663551404,0.45454545454545453,0.1111111111111111,0.24,0.3427762039660056,6
Joe Harris,0.5,0.3823529411764706,0.474,0.38636363636363635,0.827,0.12962962962962962,0.2792792792792793,0.22429906542056074,0.22727272727272727,0.07407407407407407,0.32,0.36543909348441916,6
Tobias Harris,0.487,0.6134453781512605,0.397,0.36363636363636365,0.866,0.14814814814814814,0.6306306306306306,0.2616822429906542,0.2727272727272727,0.18518518518518517,0.36,0.5439093484419263,6
Andrew Harrison,0.302,0.1008403361344538,0.2,0.11363636363636365,0.944,0.07407407407407407,0.07207207207207207,0.1308411214953271,0.09090909090909091,0.037037037037037035,0.13999999999999999,0.0679886685552408,1
Shaquille Harrison,0.432,0.21428571428571427,0.27,0.09090909090909091,0.667,0.09259259259259259,0.23423423423423426,0.17757009345794392,0.5454545454545454,0.14814814814814814,0.16,0.16147308781869688,1
Josh Hart,0.407,0.2605042016806723,0.336,0.3106060606060606,0.688,0.09259259259259259,0.2882882882882883,0.1308411214953271,0.45454545454545453,0.2222222222222222,0.18,0.19830028328611896,1
Isaiah Hartenstein,0.488,0.03361344537815126,0.333,0.015151515151515154,0.786,0.14814814814814814,0.08108108108108109,0.04672897196261683,0.13636363636363635,0.14814814814814814,0.1,0.03116147308781869,1
Udonis Haslem,0.333,0.10924369747899158,0,0.09090909090909091,0.75,0.05555555555555555,0.21621621621621623,0.01869158878504673,0,0,0.06,0.048158640226628885,2
Gordon Hayward,0.466,0.3403361344537816,0.333,0.24242424242424246,0.834,0.12962962962962962,0.34234234234234234,0.31775700934579443,0.40909090909090906,0.1111111111111111,0.3,0.30311614730878184,1
John Henson,0.463,0.17226890756302518,0.355,0.16666666666666669,0.6,0.20370370370370372,0.35135135135135137,0.09345794392523366,0.22727272727272727,0.2962962962962963,0.18,0.13597733711048157,1
Juan Hernangómez,0.439,0.15966386554621848,0.365,0.196969696969697,0.767,0.16666666666666666,0.26126126126126126,0.07476635514018692,0.18181818181818182,0.1111111111111111,0.1,0.14164305949008496,1
Willy Hernangómez,0.519,0.18487394957983191,0.385,0.05303030303030303,0.694,0.37037037037037035,0.2972972972972973,0.09345794392523366,0.13636363636363635,0.1111111111111111,0.2,0.18413597733711046,1
Mario Hezonja,0.412,0.3067226890756302,0.276,0.196969696969697,0.763,0.09259259259259259,0.32432432432432434,0.14018691588785048,0.45454545454545453,0.037037037037037035,0.3,0.22662889518413595,1
Buddy Hield,0.458,0.6680672268907564,0.427,0.5984848484848485,0.886,0.24074074074074073,0.33333333333333337,0.23364485981308414,0.3181818181818181,0.14814814814814814,0.36,0.5637393767705381,6
Haywood Highsmith,0.4,0.0546218487394958,0.2,0.07575757575757576,0,0,0.0900900900900901,0.03738317757009346,0.09090909090909091,0,0.04,0.028328611898016994,2
Nenê Hilário,0.517,0.08823529411764704,0,0.007575757575757577,0.66,0.14814814814814814,0.1891891891891892,0.056074766355140186,0.18181818181818182,0.14814814814814814,0.06,0.07932011331444758,1
George Hill,0.452,0.2352941176470588,0.314,0.196969696969697,0.824,0.12962962962962962,0.16216216216216217,0.21495327102803738,0.40909090909090906,0.037037037037037035,0.18,0.19263456090651554,1
Solomon Hill,0.382,0.13865546218487393,0.317,0.17424242424242423,0.719,0.14814814814814814,0.2072072072072072,0.12149532710280375,0.22727272727272727,0.07407407407407407,0.13999999999999999,0.09915014164305948,1
Aaron Holiday,0.401,0.18907563025210083,0.339,0.1893939393939394,0.82,0.018518518518518517,0.10810810810810811,0.15887850467289721,0.18181818181818182,0.1111111111111111,0.16,0.14447592067988668,1
Jrue Holiday,0.472,0.6974789915966387,0.325,0.4090909090909091,0.768,0.20370370370370372,0.35135135135135137,0.7196261682242991,0.7272727272727273,0.2962962962962963,0.62,0.5779036827195466,7
Justin Holiday,0.386,0.3697478991596639,0.348,0.4318181818181819,0.896,0.1111111111111111,0.3063063063063063,0.16822429906542058,0.6818181818181818,0.14814814814814814,0.26,0.27478753541076484,6
Rondae Hollis-Jefferson,0.411,0.319327731092437,0.184,0.060606060606060615,0.645,0.25925925925925924,0.34234234234234234,0.14953271028037385,0.3181818181818181,0.18518518518518517,0.24,0.22946175637393765,1
Rodney Hood,0.435,0.3613445378151261,0.356,0.25,0.884,0.05555555555555555,0.16216216216216217,0.16822429906542058,0.36363636363636365,0.07407407407407407,0.16,0.2946175637393767,1
Al Horford,0.535,0.41596638655462187,0.36,0.2272727272727273,0.821,0.3333333333333333,0.45045045045045046,0.39252336448598135,0.40909090909090906,0.48148148148148145,0.3,0.36260623229461747,4
Danuel House,0.468,0.24369747899159663,0.416,0.34848484848484845,0.789,0.1111111111111111,0.26126126126126126,0.09345794392523366,0.22727272727272727,0.1111111111111111,0.18,0.24362606232294615,1
Kevin Huerter,0.419,0.3403361344537816,0.385,0.3560606060606061,0.732,0.14814814814814814,0.22522522522522523,0.2710280373831776,0.40909090909090906,0.1111111111111111,0.3,0.25212464589235123,6
R.J. Hunter,0.462,0.5168067226890757,0.4,0.7575757575757576,0.5,0.18518518518518517,0.1801801801801802,0.28037383177570097,0.45454545454545453,0,0,0.4589235127478753,6
Chandler Hutchison,0.459,0.17226890756302518,0.28,0.08333333333333334,0.605,0.12962962962962962,0.3153153153153153,0.07476635514018692,0.22727272727272727,0.037037037037037035,0.12,0.12464589235127478,1
Serge Ibaka,0.529,0.4705882352941177,0.29,0.17424242424242423,0.763,0.3888888888888889,0.5405405405405406,0.12149532710280375,0.18181818181818182,0.5185185185185185,0.3,0.4022662889518413,4
Andre Iguodala,0.5,0.15546218487394958,0.333,0.15909090909090912,0.582,0.12962962962962962,0.2702702702702703,0.2990654205607477,0.40909090909090906,0.2962962962962963,0.16,0.13881019830028327,1
Ersan İlyasova,0.438,0.21008403361344538,0.363,0.18181818181818182,0.824,0.25925925925925924,0.2792792792792793,0.07476635514018692,0.22727272727272727,0.1111111111111111,0.13999999999999999,0.16997167138810196,1
Joe Ingles,0.448,0.3823529411764706,0.391,0.446969696969697,0.707,0.07407407407407407,0.32432432432432434,0.5327102803738318,0.5454545454545454,0.07407407407407407,0.48,0.320113314447592,6
Brandon Ingram,0.497,0.5588235294117647,0.33,0.13636363636363638,0.675,0.14814814814814814,0.38738738738738737,0.28037383177570097,0.22727272727272727,0.2222222222222222,0.5,0.4957507082152974,7
Kyrie Irving,0.487,0.7478991596638656,0.401,0.49242424242424243,0.873,0.20370370370370372,0.35135135135135137,0.6448598130841122,0.6818181818181818,0.18518518518518517,0.52,0.6515580736543909,7
Jonathan Isaac,0.429,0.3109243697478991,0.323,0.26515151515151514,0.815,0.24074074074074073,0.3783783783783784,0.10280373831775702,0.36363636363636365,0.48148148148148145,0.2,0.2492917847025495,4
Wesley Iwundu,0.412,0.13865546218487393,0.367,0.09090909090909091,0.816,0.09259259259259259,0.19819819819819823,0.10280373831775702,0.18181818181818182,0.1111111111111111,0.12,0.11898016997167138,1
Demetrius Jackson,0.533,0.07563025210084033,0.333,0.07575757575757576,1,0.05555555555555555,0.018018018018018018,0.07476635514018692,0.13636363636363635,0,0.04,0.0821529745042493,1
Frank Jackson,0.434,0.27731092436974786,0.314,0.21212121212121213,0.74,0.07407407407407407,0.16216216216216217,0.10280373831775702,0.18181818181818182,0,0.16,0.20679886685552404,1
Jaren Jackson,0.506,0.3991596638655462,0.359,0.18181818181818182,0.766,0.24074074074074073,0.3063063063063063,0.10280373831775702,0.40909090909090906,0.5185185185185185,0.33999999999999997,0.3682719546742209,4
Josh Jackson,0.413,0.41596638655462187,0.324,0.21212121212121213,0.671,0.14814814814814814,0.32432432432432434,0.21495327102803738,0.40909090909090906,0.25925925925925924,0.44000000000000006,0.30311614730878184,6
Justin Jackson,0.447,0.2226890756302521,0.355,0.2272727272727273,0.785,0.09259259259259259,0.1891891891891892,0.11214953271028037,0.18181818181818182,0.07407407407407407,0.08,0.18130311614730876,1
Reggie Jackson,0.421,0.5084033613445379,0.369,0.4318181818181819,0.864,0.09259259259259259,0.1891891891891892,0.39252336448598135,0.3181818181818181,0.037037037037037035,0.36,0.4135977337110481,6
LeBron James,0.51,0.8067226890756302,0.339,0.446969696969697,0.665,0.18518518518518517,0.6666666666666667,0.7757009345794393,0.5909090909090908,0.2222222222222222,0.72,0.753541076487252,7
John Jenkins,0.4,0.13865546218487393,0.379,0.16666666666666669,0.833,0.037037037037037035,0.10810810810810811,0.07476635514018692,0,0.037037037037037035,0.06,0.11048158640226628,1
Jonas Jerebko,0.459,0.17647058823529413,0.367,0.196969696969697,0.8,0.18518518518518517,0.2702702702702703,0.12149532710280375,0.18181818181818182,0.07407407407407407,0.12,0.15580736543909346,1
Alize Johnson,0.25,0.016806722689075636,0.5,0.007575757575757577,0.5,0.05555555555555555,0.09909909909909911,0.009345794392523366,0.045454545454545456,0.07407407407407407,0,0.0028328611898016985,2
Amir Johnson,0.503,0.1008403361344538,0.3,0.060606060606060615,0.756,0.16666666666666666,0.1801801801801802,0.11214953271028037,0.13636363636363635,0.1111111111111111,0.18,0.08781869688385267,1
