LINEUPS,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
".N. Bjelica, .K. Thompson, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,2,5,2,4,50.0,1,2,50.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,-5
".N. Bjelica, .C. Chiozza, .J. Toscano-Anderson, .Q. Weatherspoon, .J. Kuminga",GSW,1,2,5,2,5,40.0,0,1,0.0,1,2,50.0,0,0,0,2,0,3,1,0,3,1,-1
".N. Bjelica, .K. Thompson, .D. Lee, .C. Chiozza, .J. Kuminga",GSW,1,2,4,2,4,50.0,0,1,0.0,0,0,0.0,0,0,0,1,1,2,0,0,0,0,-3
".S. Curry, .K. Thompson, .O. Porter Jr., .A. Wiggins, .D. Lee",GSW,1,2,6,2,5,40.0,2,3,66.7,0,0,0.0,0,2,2,1,1,0,1,1,1,1,-2
".A. Iguodala, .D. Green, .A. Wiggins, .D. Lee, .J. Toscano-Anderson",GSW,1,2,5,2,3,66.7,1,2,50.0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0
".S. Curry, .K. Thompson, .O. Porter Jr., .J. Toscano-Anderson, .J. Poole",GSW,1,2,6,2,3,66.7,2,3,66.7,0,0,0.0,0,2,2,2,1,0,1,0,1,0,1
".N. Bjelica, .C. Chiozza, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,2,2,1,2,50.0,0,1,0.0,0,0,0.0,0,3,3,1,2,0,1,0,2,2,-2
".N. Bjelica, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,2,5,2,4,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
".K. Thompson, .A. Wiggins, .G. Payton II, .D. Lee, .J. Poole",GSW,1,2,2,1,5,20.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,0,-4
".N. Bjelica, .D. Green, .O. Porter Jr., .G. Payton II, .C. Chiozza",GSW,1,2,2,1,4,25.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,-5
".S. Curry, .A. Wiggins, .K. Looney, .D. Lee, .J. Kuminga",GSW,1,2,2,1,3,33.3,0,1,0.0,0,0,0.0,0,1,1,0,0,0,1,0,1,0,-4
".S. Curry, .K. Thompson, .D. Green, .J. Kuminga, .M. Moody",GSW,1,2,0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,-5
".A. Iguodala, .K. Thompson, .D. Lee, .J. Poole, .J. Kuminga",GSW,1,2,1,0,2,0.0,0,1,0.0,1,2,50.0,0,1,1,0,1,0,0,0,1,2,-6
".N. Bjelica, .A. Wiggins, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,2,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,1,1,0,0,0,1,-7
".D. Green, .D. Lee, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,2,2,1,3,33.3,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,0,-1
".N. Bjelica, .O. Porter Jr., .C. Chiozza, .Q. Weatherspoon, .J. Kuminga",GSW,1,2,5,1,2,50.0,0,1,0.0,3,4,75.0,0,2,2,1,0,0,1,0,0,2,3
".S. Curry, .N. Bjelica, .K. Thompson, .D. Lee, .J. Toscano-Anderson",GSW,1,2,2,1,1,100,0,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,1,1,-7
".A. Iguodala, .D. Green, .O. Porter Jr., .D. Lee, .J. Poole",GSW,1,2,5,2,6,33.3,1,2,50.0,0,0,0.0,2,4,6,1,1,0,0,2,1,2,5
".S. Curry, .D. Green, .A. Wiggins, .K. Looney, .J. Toscano-Anderson",GSW,1,2,5,1,4,25.0,1,1,100,2,2,100,1,1,2,1,1,0,0,0,0,1,-2
".A. Iguodala, .S. Curry, .A. Wiggins, .K. Looney, .J. Toscano-Anderson",GSW,1,2,7,3,4,75.0,1,2,50.0,0,0,0.0,0,2,2,3,0,0,0,0,1,1,2
".S. Curry, .O. Porter Jr., .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,2,6,3,5,60.0,0,0,0.0,0,0,0.0,0,2,2,3,0,1,0,0,0,0,1
".K. Thompson, .O. Porter Jr., .K. Looney, .G. Payton II, .J. Poole",GSW,1,2,3,1,4,25.0,1,3,33.3,0,0,0.0,0,1,1,1,1,0,0,1,0,1,1
".S. Curry, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,1,2,2,1,3,33.3,0,2,0.0,0,0,0.0,0,3,3,0,1,1,1,0,1,1,2
".S. Curry, .N. Bjelica, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,2,0,0,3,0.0,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,1,-5
".S. Curry, .N. Bjelica, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,1,2,2,1,2,50.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,1,0,1,0,-1
".A. Iguodala, .S. Curry, .D. Green, .A. Wiggins, .G. Payton II",GSW,1,2,0,0,3,0.0,0,2,0.0,0,0,0.0,0,3,3,0,0,0,1,0,2,1,0
".S. Curry, .G. Payton II, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,2,7,3,4,75.0,1,1,100,0,0,0.0,0,1,1,1,0,0,0,0,2,0,1
".K. Thompson, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,1,2,5,1,1,100,1,1,100,2,4,50.0,0,1,1,1,0,0,0,0,0,2,0
".N. Bjelica, .A. Wiggins, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,2,5,2,3,66.7,1,2,50.0,0,0,0.0,0,1,1,1,2,1,0,0,1,0,3
".S. Curry, .N. Bjelica, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,2,6,1,2,50.0,1,2,50.0,3,3,100,0,1,1,1,1,0,1,0,0,1,2
".G. Payton II, .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,2,7,3,4,75.0,1,2,50.0,0,0,0.0,0,1,1,3,0,1,0,0,1,0,0
".N. Bjelica, .D. Green, .C. Chiozza, .J. Toscano-Anderson, .Q. Weatherspoon",GSW,1,2,2,1,3,33.3,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,1,-5
".K. Thompson, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,2,2,1,1,100,0,0,0.0,0,0,0.0,0,1,1,1,2,0,0,0,3,0,-6
".S. Curry, .N. Bjelica, .O. Porter Jr., .J. Toscano-Anderson, .M. Moody",GSW,1,2,6,2,3,66.7,0,0,0.0,2,2,100,0,1,1,1,1,0,0,0,1,1,3
".S. Curry, .N. Bjelica, .O. Porter Jr., .K. Looney, .M. Moody",GSW,1,2,3,1,3,33.3,1,2,50.0,0,0,0.0,0,4,4,1,1,0,0,0,2,1,3
".A. Iguodala, .D. Green, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,2,0,0,1,0.0,0,0,0.0,0,2,0.0,0,1,1,0,1,0,0,0,0,1,-5
".S. Curry, .O. Porter Jr., .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,1,2,3,1,4,25.0,0,3,0.0,1,1,100,0,1,1,0,0,0,0,0,1,1,-5
".S. Curry, .D. Green, .O. Porter Jr., .G. Payton II, .J. Poole",GSW,1,2,0,0,5,0.0,0,2,0.0,0,0,0.0,1,2,3,0,1,0,0,0,2,0,-4
".A. Iguodala, .N. Bjelica, .D. Lee, .J. Poole, .M. Moody",GSW,1,2,8,3,3,100,0,0,0.0,2,2,100,0,1,1,3,0,0,0,0,1,1,1
".N. Bjelica, .G. Payton II, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,2,4,2,5,40.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,2,4
".O. Porter Jr., .D. Lee, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,2,5,1,3,33.3,1,2,50.0,2,2,100,0,4,4,1,0,0,0,0,0,1,5
".S. Curry, .K. Looney, .G. Payton II, .D. Lee, .J. Toscano-Anderson",GSW,1,2,7,3,5,60.0,1,3,33.3,0,0,0.0,1,1,2,1,0,0,0,0,0,1,2
".K. Thompson, .D. Green, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,2,5,1,3,33.3,1,2,50.0,2,2,100,0,0,0,1,0,0,0,0,0,2,-2
".N. Bjelica, .O. Porter Jr., .D. Lee, .C. Chiozza, .J. Kuminga",GSW,1,2,7,3,4,75.0,1,1,100,0,0,0.0,0,2,2,2,0,1,0,0,0,0,4
".S. Curry, .D. Green, .A. Wiggins, .K. Looney, .J. Kuminga",GSW,1,2,2,1,2,50.0,0,0,0.0,0,0,0.0,1,2,3,0,2,0,0,0,1,0,-1
".A. Iguodala, .N. Bjelica, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,2,4,1,1,100,0,0,0.0,2,2,100,0,2,2,1,2,0,0,0,1,1,2
".A. Iguodala, .D. Green, .D. Lee, .J. Poole, .J. Kuminga",GSW,1,2,7,3,4,75.0,1,2,50.0,0,0,0.0,0,3,3,1,0,0,0,0,0,0,5
".D. Lee, .J. Poole, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,1,2,4,2,2,100,0,0,0.0,0,0,0.0,0,3,3,1,1,1,0,0,0,0,4
".N. Bjelica, .K. Thompson, .O. Porter Jr., .D. Lee, .J. Poole",GSW,1,2,3,1,3,33.3,1,2,50.0,0,0,0.0,0,2,2,1,0,0,0,0,1,0,-2
".S. Curry, .N. Bjelica, .D. Green, .C. Chiozza, .J. Kuminga",GSW,1,2,4,0,1,0.0,0,1,0.0,4,5,80.0,0,1,1,0,0,0,0,0,1,2,0
".K. Thompson, .D. Green, .O. Porter Jr., .K. Looney, .G. Payton II",GSW,1,2,6,2,3,66.7,1,2,50.0,1,2,50.0,0,2,2,2,0,0,1,0,1,1,0
".A. Iguodala, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,2,2,1,3,33.3,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,-2
".N. Bjelica, .A. Wiggins, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,2,4,2,3,66.7,0,0,0.0,0,0,0.0,0,2,2,2,0,0,0,0,0,0,2
".K. Looney, .D. Lee, .J. Poole, .Q. Weatherspoon, .J. Kuminga",GSW,1,2,7,3,4,75.0,1,1,100,0,0,0.0,1,1,2,1,0,0,0,0,0,0,1
".S. Curry, .O. Porter Jr., .A. Wiggins, .J. Kuminga, .M. Moody",GSW,1,2,6,2,3,66.7,2,3,66.7,0,0,0.0,0,0,0,2,0,1,0,0,0,0,4
".O. Porter Jr., .A. Wiggins, .G. Payton II, .D. Lee, .J. Poole",GSW,1,2,1,0,3,0.0,0,2,0.0,1,2,50.0,0,2,2,0,0,0,0,1,0,1,-1
".K. Looney, .G. Payton II, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,2,3,1,2,50.0,1,1,100,0,0,0.0,0,1,1,1,1,0,0,1,1,1,-6
".A. Iguodala, .N. Bjelica, .D. Green, .C. Chiozza, .J. Poole",GSW,1,2,0,0,3,0.0,0,2,0.0,0,0,0.0,0,3,3,0,1,1,1,1,0,0,0
".C. Chiozza, .J. Toscano-Anderson, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,2,2,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-4
".N. Bjelica, .O. Porter Jr., .G. Payton II, .D. Lee, .J. Toscano-Anderson",GSW,1,2,5,1,2,50.0,1,1,100,2,2,100,0,2,2,1,1,0,0,0,2,1,-2
".O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,2,2,1,2,50.0,0,1,0.0,0,0,0.0,0,2,2,1,1,0,0,0,0,1,0
".O. Porter Jr., .C. Chiozza, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,2,0,0,0,0,1,-2
".S. Curry, .A. Wiggins, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,2,9,3,3,100,2,2,100,1,2,50.0,0,1,1,3,0,1,0,0,0,1,7
".N. Bjelica, .K. Looney, .D. Lee, .C. Chiozza, .M. Moody",GSW,1,2,7,3,3,100,1,1,100,0,0,0.0,0,1,1,2,0,0,0,0,1,0,3
".S. Curry, .N. Bjelica, .O. Porter Jr., .A. Wiggins, .D. Lee",GSW,1,2,3,1,3,33.3,1,3,33.3,0,0,0.0,0,0,0,1,0,1,0,0,0,1,-2
".A. Iguodala, .K. Thompson, .A. Wiggins, .K. Looney, .J. Kuminga",GSW,1,2,5,2,3,66.7,1,1,100,0,0,0.0,1,2,3,1,1,0,0,1,2,0,2
".A. Iguodala, .N. Bjelica, .A. Wiggins, .D. Lee, .J. Poole",GSW,1,2,5,1,3,33.3,0,1,0.0,3,3,100,0,0,0,1,0,1,0,0,1,2,0
".N. Bjelica, .A. Wiggins, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,2,3,1,2,50.0,0,1,0.0,1,2,50.0,1,2,3,1,0,0,0,0,0,1,3
".N. Bjelica, .A. Wiggins, .K. Looney, .G. Payton II, .J. Poole",GSW,1,2,2,1,3,33.3,0,1,0.0,0,0,0.0,1,3,4,1,0,0,0,0,0,0,2
".O. Porter Jr., .A. Wiggins, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,2,0,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,0,1,1,0,0,2,0,-3
".A. Iguodala, .S. Curry, .N. Bjelica, .D. Green, .C. Chiozza",GSW,1,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,2,1,0,1,2,0,-1
".N. Bjelica, .K. Thompson, .A. Wiggins, .D. Lee, .J. Poole",GSW,1,1,5,2,2,100,1,1,100,0,0,0.0,0,3,3,2,1,0,0,0,1,0,2
".C. Chiozza, .J. Poole, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,1,6,2,3,66.7,2,3,66.7,0,0,0.0,0,0,0,2,0,0,0,0,2,0,0
".A. Iguodala, .D. Green, .O. Porter Jr., .A. Wiggins, .J. Poole",GSW,1,1,2,1,3,33.3,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-2
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,1,4,1,2,50.0,0,1,0.0,2,2,100,1,1,2,0,0,1,1,0,0,2,2
".D. Green, .O. Porter Jr., .A. Wiggins, .C. Chiozza, .J. Poole",GSW,1,1,3,1,2,50.0,0,1,0.0,1,2,50.0,0,1,1,1,0,0,0,0,1,1,1
".K. Thompson, .O. Porter Jr., .K. Looney, .D. Lee, .J. Poole",GSW,1,1,4,2,2,100,0,0,0.0,0,0,0.0,0,2,2,2,0,0,0,0,0,1,2
".A. Iguodala, .O. Porter Jr., .G. Payton II, .D. Lee, .J. Poole",GSW,1,1,7,2,2,100,1,1,100,2,2,100,0,2,2,2,0,0,0,0,1,1,6
".N. Bjelica, .K. Thompson, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,1,5,2,4,50.0,1,1,100,0,0,0.0,0,2,2,2,0,1,0,0,0,0,5
".N. Bjelica, .K. Thompson, .G. Payton II, .J. Poole, .M. Moody",GSW,1,1,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,0,1,1,0,0,1,1,-4
".S. Curry, .G. Payton II, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,1,6,2,2,100,1,1,100,1,2,50.0,0,0,0,0,0,0,0,0,1,1,0
".S. Curry, .K. Thompson, .K. Looney, .J. Poole, .M. Moody",GSW,1,1,2,1,3,33.3,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,-4
".K. Thompson, .O. Porter Jr., .K. Looney, .C. Chiozza, .Q. Weatherspoon",GSW,1,1,0,0,2,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,0,0,1,0
".S. Curry, .D. Green, .O. Porter Jr., .K. Looney, .M. Moody",GSW,1,1,5,2,3,66.7,1,1,100,0,0,0.0,0,1,1,2,0,0,0,0,1,1,3
".D. Green, .A. Wiggins, .K. Looney, .D. Lee, .C. Chiozza",GSW,1,1,4,1,4,25.0,1,3,33.3,1,2,50.0,1,2,3,1,0,1,0,0,0,1,4
".S. Curry, .N. Bjelica, .K. Thompson, .D. Green, .O. Porter Jr.",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,0,1,0,0
".K. Looney, .D. Lee, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,1,2,0,1,0.0,0,0,0.0,2,2,100,0,0,0,0,0,0,1,0,0,1,-2
".S. Curry, .N. Bjelica, .G. Payton II, .J. Toscano-Anderson, .J. Kuminga",GSW,1,1,3,1,2,50.0,1,1,100,0,0,0.0,0,0,0,1,1,0,0,1,1,1,1
".A. Iguodala, .D. Green, .G. Payton II, .D. Lee, .J. Poole",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,2,2,1,2,0,0,0,3,0,-2
".S. Curry, .K. Thompson, .D. Lee, .J. Toscano-Anderson, .M. Moody",GSW,1,1,4,2,2,100,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,2,0,1
".K. Thompson, .C. Chiozza, .J. Toscano-Anderson, .Q. Weatherspoon, .J. Kuminga",GSW,1,1,2,0,2,0.0,0,2,0.0,2,2,100,0,0,0,0,0,0,0,0,1,1,-2
".A. Iguodala, .O. Porter Jr., .K. Looney, .D. Lee, .J. Poole",GSW,1,1,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,-2
".K. Thompson, .K. Looney, .G. Payton II, .J. Poole, .M. Moody",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,-1
".N. Bjelica, .K. Thompson, .D. Green, .O. Porter Jr., .J. Kuminga",GSW,1,1,0,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,2,0,0,0,0
".S. Curry, .G. Payton II, .D. Lee, .J. Kuminga, .M. Moody",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,2,0,0,0,0,0,-4
".A. Iguodala, .S. Curry, .K. Thompson, .O. Porter Jr., .G. Payton II",GSW,1,1,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,-2
".S. Curry, .K. Looney, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1,2,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,0,-1
".S. Curry, .N. Bjelica, .G. Payton II, .J. Poole, .M. Moody",GSW,1,1,4,1,1,100,1,1,100,1,1,100,0,1,1,1,1,0,0,0,1,1,1
".A. Iguodala, .S. Curry, .K. Looney, .G. Payton II, .D. Lee",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,-3
".A. Iguodala, .S. Curry, .N. Bjelica, .O. Porter Jr., .J. Toscano-Anderson",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,0,-9
".S. Curry, .D. Green, .K. Looney, .G. Payton II, .J. Poole",GSW,1,1,5,2,4,50.0,1,3,33.3,0,0,0.0,0,4,4,2,1,0,0,0,1,0,5
".S. Curry, .A. Wiggins, .G. Payton II, .J. Kuminga, .M. Moody",GSW,1,1,2,1,3,33.3,0,1,0.0,0,0,0.0,1,1,2,1,0,0,1,0,1,0,0
".A. Iguodala, .D. Green, .A. Wiggins, .D. Lee, .M. Moody",GSW,1,1,3,1,3,33.3,0,2,0.0,1,1,100,1,1,2,1,0,0,1,0,0,1,1
".S. Curry, .N. Bjelica, .D. Green, .G. Payton II, .J. Toscano-Anderson",GSW,1,1,2,1,2,50.0,0,0,0.0,0,0,0.0,0,2,2,1,1,1,1,0,0,1,2
".S. Curry, .N. Bjelica, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,0,2,2,1,1,0,0,0,1,0,2
".K. Thompson, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1,5,1,1,100,0,0,0.0,3,3,100,0,2,2,0,1,0,0,0,1,2,3
".D. Green, .O. Porter Jr., .K. Looney, .D. Lee, .J. Poole",GSW,1,1,2,1,3,33.3,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,-4
".O. Porter Jr., .K. Looney, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1,3,1,3,33.3,1,1,100,0,2,0.0,2,1,3,1,0,0,0,0,0,1,3
".D. Lee, .C. Chiozza, .J. Poole, .Q. Weatherspoon, .J. Kuminga",GSW,1,1,4,1,3,33.3,0,0,0.0,2,2,100,1,0,1,1,0,0,0,1,1,1,0
".N. Bjelica, .G. Payton II, .J. Toscano-Anderson, .J. Dowtin, .M. Moody",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,2
".N. Bjelica, .K. Thompson, .A. Wiggins, .J. Poole, .M. Moody",GSW,1,1,3,1,2,50.0,1,1,100,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1
".S. Curry, .D. Green, .A. Wiggins, .D. Lee, .C. Chiozza",GSW,1,1,4,0,2,0.0,0,2,0.0,4,4,100,0,2,2,0,0,0,0,0,1,2,4
".N. Bjelica, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Poole",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,3,3,1,2,0,0,0,0,0,2
".O. Porter Jr., .A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,1,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,1,0,-2
".A. Iguodala, .O. Porter Jr., .G. Payton II, .J. Poole, .M. Moody",GSW,1,1,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,-6
".N. Bjelica, .J. Poole, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,1,5,2,2,100,1,1,100,0,0,0.0,0,1,1,2,0,0,0,0,1,0,3
".S. Curry, .D. Green, .D. Lee, .J. Kuminga, .M. Moody",GSW,1,1,5,2,2,100,1,1,100,0,0,0.0,0,1,1,2,0,0,0,0,0,0,5
".S. Curry, .N. Bjelica, .O. Porter Jr., .J. Toscano-Anderson, .J. Kuminga",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,0
".N. Bjelica, .G. Payton II, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,1,0,1,0,0,1,0,0
".S. Curry, .D. Green, .O. Porter Jr., .A. Wiggins, .C. Chiozza",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,-3
".N. Bjelica, .K. Looney, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1,2,1,3,33.3,0,2,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,-1
".S. Curry, .D. Lee, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,1,3,1,3,33.3,1,3,33.3,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1
".N. Bjelica, .O. Porter Jr., .A. Wiggins, .C. Chiozza, .J. Poole",GSW,1,1,4,2,2,100,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,0,0,0,2
".A. Wiggins, .K. Looney, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,-6
".A. Iguodala, .A. Wiggins, .K. Looney, .D. Lee, .J. Poole",GSW,1,1,2,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-3
".A. Iguodala, .O. Porter Jr., .D. Lee, .J. Poole, .M. Moody",GSW,1,1,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,1,0,0,0,0,1,0
".N. Bjelica, .K. Looney, .D. Lee, .J. Toscano-Anderson, .M. Moody",GSW,1,1,2,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,0,-2
".A. Wiggins, .K. Looney, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-6
".S. Curry, .K. Thompson, .D. Green, .O. Porter Jr., .K. Looney",GSW,1,1,1,0,1,0.0,0,0,0.0,1,2,50.0,1,1,2,0,1,1,0,0,0,1,1
".S. Curry, .O. Porter Jr., .A. Wiggins, .D. Lee, .M. Moody",GSW,1,1,5,2,4,50.0,1,2,50.0,0,0,0.0,1,1,2,1,1,0,0,0,2,0,4
".A. Wiggins, .G. Payton II, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,-2
".D. Lee, .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .J. Dowtin",GSW,1,1,3,1,2,50.0,1,1,100,0,0,0.0,0,0,0,1,0,0,0,0,1,0,-1
