,Assister,Scorer,PTS
573,KZ Okpala,Domantas Sabonis,2
574,Kevin Huerter,De'Aaron Fox,3
575,Chimezie Metu,Keegan Murray,2
576,De'Aaron Fox,Domantas Sabonis,2
577,Kevin Huerter,Domantas Sabonis,2
578,De'Aaron Fox,Harrison Barnes,3
579,Harrison Barnes,Davion Mitchell,2
580,Davion Mitchell,Harrison Barnes,2
581,Malik Monk,Kevin Huerter,2
582,Malik Monk,Chimezie Metu,2
583,Chimezie Metu,Malik Monk,3
584,Domantas Sabonis,Keegan Murray,2
585,De'Aaron Fox,Kevin Huerter,3
586,De'Aaron Fox,Keegan Murray,3
587,Matthew Dellavedova,Alex Len,2
588,Trey Lyles,Keegan Murray,3
589,Kevin Huerter,Domantas Sabonis,3
590,De'Aaron Fox,Harrison Barnes,3
591,Domantas Sabonis,Keegan Murray,2
592,Davion Mitchell,Harrison Barnes,2
593,Kevin Huerter,Harrison Barnes,2
594,De'Aaron Fox,Chimezie Metu,2
595,Malik Monk,Chimezie Metu,2
596,De'Aaron Fox,Keegan Murray,3
597,Malik Monk,Chimezie Metu,2
598,Malik Monk,De'Aaron Fox,3
599,KZ Okpala,Malik Monk,2
600,Malik Monk,Chimezie Metu,2
601,Domantas Sabonis,Malik Monk,2
602,Domantas Sabonis,Keegan Murray,3
603,Davion Mitchell,Malik Monk,3
604,Malik Monk,Davion Mitchell,2
605,Domantas Sabonis,Harrison Barnes,3
606,Domantas Sabonis,Kevin Huerter,3
607,Domantas Sabonis,Kevin Huerter,2
608,Domantas Sabonis,Harrison Barnes,3
609,Domantas Sabonis,Kevin Huerter,2
610,KZ Okpala,Davion Mitchell,2
611,Davion Mitchell,Malik Monk,2
612,De'Aaron Fox,Keegan Murray,3
613,Chimezie Metu,Harrison Barnes,2
614,Davion Mitchell,Chimezie Metu,2
615,Domantas Sabonis,Malik Monk,2
616,Davion Mitchell,Malik Monk,3
617,Kevin Huerter,Domantas Sabonis,2
618,Domantas Sabonis,De'Aaron Fox,3
619,Kevin Huerter,Harrison Barnes,3
620,Harrison Barnes,Keegan Murray,3
621,Keegan Murray,Harrison Barnes,3
622,Domantas Sabonis,Harrison Barnes,2
623,Davion Mitchell,Domantas Sabonis,2
624,De'Aaron Fox,Chimezie Metu,3
625,De'Aaron Fox,Kevin Huerter,3
626,Harrison Barnes,Domantas Sabonis,3
627,Kevin Huerter,Harrison Barnes,2
628,Domantas Sabonis,Kevin Huerter,3
629,Domantas Sabonis,Keegan Murray,3
630,Domantas Sabonis,Keegan Murray,2
631,Domantas Sabonis,Kevin Huerter,3
632,Kevin Huerter,Domantas Sabonis,2
633,Chimezie Metu,Keegan Murray,3
634,Malik Monk,Harrison Barnes,2
635,Domantas Sabonis,Keegan Murray,2
636,Alex Len,Richaun Holmes,2
637,Davion Mitchell,Harrison Barnes,3
638,Davion Mitchell,Keegan Murray,3
639,Kevin Huerter,Harrison Barnes,3
640,Domantas Sabonis,Keegan Murray,3
641,Domantas Sabonis,Keegan Murray,3
642,Harrison Barnes,Keegan Murray,3
643,Domantas Sabonis,Kevin Huerter,2
644,Matthew Dellavedova,Chimezie Metu,2
645,Matthew Dellavedova,Trey Lyles,3
646,Davion Mitchell,Harrison Barnes,3
647,Domantas Sabonis,Davion Mitchell,3
648,Kevin Huerter,Harrison Barnes,2
649,Davion Mitchell,Kevin Huerter,2
650,Trey Lyles,Keegan Murray,3
651,Matthew Dellavedova,Malik Monk,3
652,Matthew Dellavedova,Chimezie Metu,2
653,Chimezie Metu,Malik Monk,2
654,Domantas Sabonis,Harrison Barnes,2
655,Domantas Sabonis,Davion Mitchell,2
656,Davion Mitchell,Kevin Huerter,3
657,Davion Mitchell,Keegan Murray,3
658,Kevin Huerter,Harrison Barnes,3
659,Harrison Barnes,Domantas Sabonis,2
660,Matthew Dellavedova,Domantas Sabonis,2
661,Kevin Huerter,Harrison Barnes,2
662,Matthew Dellavedova,Trey Lyles,3
663,KZ Okpala,Davion Mitchell,3
664,Domantas Sabonis,Harrison Barnes,2
665,Harrison Barnes,Keegan Murray,3
666,Kevin Huerter,Keegan Murray,3
667,Matthew Dellavedova,Kevin Huerter,3
668,Davion Mitchell,Kevin Huerter,2
669,Domantas Sabonis,Keegan Murray,2
670,Kevin Huerter,Harrison Barnes,2
671,Kevin Huerter,Keegan Murray,3
672,Malik Monk,Domantas Sabonis,2
673,Domantas Sabonis,Kevin Huerter,2
674,Matthew Dellavedova,Malik Monk,3
675,Kevin Huerter,Domantas Sabonis,2
676,Davion Mitchell,Kevin Huerter,2
677,Domantas Sabonis,Malik Monk,3
678,Domantas Sabonis,Kevin Huerter,2
679,De'Aaron Fox,Kevin Huerter,3
680,Kevin Huerter,Domantas Sabonis,2
681,Neemias Queta,Harrison Barnes,2
682,Davion Mitchell,Kevin Huerter,2
683,Terence Davis,Chimezie Metu,3
684,Malik Monk,Domantas Sabonis,2
685,Domantas Sabonis,Malik Monk,2
686,Malik Monk,Harrison Barnes,3
687,Domantas Sabonis,De'Aaron Fox,2
688,Harrison Barnes,Domantas Sabonis,2
689,Domantas Sabonis,De'Aaron Fox,2
690,Harrison Barnes,Domantas Sabonis,2
691,Domantas Sabonis,Keegan Murray,3
692,Malik Monk,Domantas Sabonis,2
693,Keegan Murray,Malik Monk,3
694,Davion Mitchell,Terence Davis,3
695,Malik Monk,Terence Davis,3
696,Davion Mitchell,Richaun Holmes,2
697,Keon Ellis,KZ Okpala,3
698,Davion Mitchell,Richaun Holmes,3
699,Harrison Barnes,Domantas Sabonis,2
700,Domantas Sabonis,Terence Davis,3
701,Domantas Sabonis,Terence Davis,3
702,Domantas Sabonis,Terence Davis,3
703,Domantas Sabonis,Malik Monk,3
704,Terence Davis,Chimezie Metu,2
705,Malik Monk,De'Aaron Fox,3
706,De'Aaron Fox,Domantas Sabonis,2
707,De'Aaron Fox,Domantas Sabonis,2
708,Domantas Sabonis,Keegan Murray,2
709,De'Aaron Fox,Keegan Murray,3
710,Harrison Barnes,Terence Davis,3
711,De'Aaron Fox,Terence Davis,2
712,De'Aaron Fox,Keegan Murray,2
713,De'Aaron Fox,Keegan Murray,3
714,De'Aaron Fox,Malik Monk,2
715,Domantas Sabonis,Malik Monk,3
716,Davion Mitchell,Domantas Sabonis,2
717,De'Aaron Fox,Trey Lyles,3
718,Davion Mitchell,Malik Monk,3
719,Trey Lyles,Richaun Holmes,2
720,Trey Lyles,Davion Mitchell,2
721,Malik Monk,Terence Davis,3
722,De'Aaron Fox,Domantas Sabonis,2
723,Terence Davis,Malik Monk,3
724,De'Aaron Fox,Domantas Sabonis,2
725,Harrison Barnes,Malik Monk,3
726,Malik Monk,Domantas Sabonis,2
727,Domantas Sabonis,Harrison Barnes,2
728,Domantas Sabonis,Keegan Murray,3
729,De'Aaron Fox,Harrison Barnes,3
730,De'Aaron Fox,Keegan Murray,2
731,De'Aaron Fox,Harrison Barnes,2
732,Matthew Dellavedova,Malik Monk,2
733,De'Aaron Fox,Malik Monk,2
734,Malik Monk,Keegan Murray,3
735,Malik Monk,Domantas Sabonis,2
736,Malik Monk,Domantas Sabonis,2
737,De'Aaron Fox,Terence Davis,3
738,Malik Monk,Terence Davis,2
739,Domantas Sabonis,Terence Davis,2
740,Kevin Huerter,Domantas Sabonis,2
741,Domantas Sabonis,Keegan Murray,3
742,Domantas Sabonis,Keegan Murray,3
743,Kevin Huerter,Domantas Sabonis,2
744,Harrison Barnes,Kevin Huerter,2
745,De'Aaron Fox,Harrison Barnes,3
746,Kevin Huerter,De'Aaron Fox,2
747,Domantas Sabonis,De'Aaron Fox,2
748,De'Aaron Fox,Domantas Sabonis,2
749,Domantas Sabonis,Kevin Huerter,3
750,Domantas Sabonis,Kevin Huerter,3
751,De'Aaron Fox,Keegan Murray,2
752,Richaun Holmes,Terence Davis,3
753,De'Aaron Fox,Richaun Holmes,2
754,Malik Monk,Domantas Sabonis,2
755,Malik Monk,Domantas Sabonis,2
756,Harrison Barnes,De'Aaron Fox,2
757,Kevin Huerter,Domantas Sabonis,2
758,Harrison Barnes,De'Aaron Fox,3
759,Domantas Sabonis,Kevin Huerter,3
760,Domantas Sabonis,Keegan Murray,2
761,Domantas Sabonis,Keegan Murray,3
762,Davion Mitchell,Malik Monk,2
763,Malik Monk,Domantas Sabonis,2
764,Harrison Barnes,Malik Monk,3
765,Malik Monk,Neemias Queta,2
766,Davion Mitchell,Harrison Barnes,2
767,Domantas Sabonis,Keegan Murray,3
768,Domantas Sabonis,Kevin Huerter,3
769,Kevin Huerter,Domantas Sabonis,2
770,Davion Mitchell,Harrison Barnes,2
771,Davion Mitchell,Domantas Sabonis,3
772,Harrison Barnes,Kevin Huerter,3
773,Malik Monk,Domantas Sabonis,2
774,Terence Davis,Malik Monk,2
775,Malik Monk,Domantas Sabonis,2
776,Domantas Sabonis,Davion Mitchell,3
777,Davion Mitchell,Domantas Sabonis,3
778,De'Aaron Fox,Domantas Sabonis,2
779,De'Aaron Fox,Domantas Sabonis,2
780,Domantas Sabonis,Keegan Murray,3
781,De'Aaron Fox,Harrison Barnes,3
782,Domantas Sabonis,Keegan Murray,2
783,Domantas Sabonis,Keegan Murray,3
784,Keegan Murray,Kevin Huerter,3
785,Malik Monk,Trey Lyles,2
786,De'Aaron Fox,Trey Lyles,3
787,Malik Monk,Neemias Queta,2
788,De'Aaron Fox,Neemias Queta,2
789,Malik Monk,Neemias Queta,2
790,Malik Monk,Davion Mitchell,3
791,Kevin Huerter,Harrison Barnes,2
792,Domantas Sabonis,Harrison Barnes,3
793,De'Aaron Fox,Domantas Sabonis,3
794,Harrison Barnes,Keegan Murray,3
795,Domantas Sabonis,Kevin Huerter,2
796,Domantas Sabonis,Keegan Murray,3
797,Domantas Sabonis,De'Aaron Fox,2
798,Domantas Sabonis,Keegan Murray,3
799,De'Aaron Fox,Kevin Huerter,2
800,Domantas Sabonis,Keegan Murray,3
801,Domantas Sabonis,Terence Davis,3
802,Malik Monk,Davion Mitchell,3
803,De'Aaron Fox,Neemias Queta,2
804,Malik Monk,De'Aaron Fox,2
805,Terence Davis,Domantas Sabonis,2
806,Davion Mitchell,Kevin Huerter,3
807,Domantas Sabonis,Keegan Murray,3
808,Domantas Sabonis,Kevin Huerter,3
809,Domantas Sabonis,Harrison Barnes,3
810,Domantas Sabonis,Kevin Huerter,2
811,Domantas Sabonis,Kevin Huerter,2
812,Keegan Murray,Domantas Sabonis,2
813,Domantas Sabonis,Kevin Huerter,3
814,De'Aaron Fox,Terence Davis,2
815,Malik Monk,Keegan Murray,3
816,De'Aaron Fox,Trey Lyles,2
817,Domantas Sabonis,Davion Mitchell,3
818,Domantas Sabonis,De'Aaron Fox,2
819,Domantas Sabonis,Harrison Barnes,3
820,Malik Monk,Harrison Barnes,2
821,Domantas Sabonis,Malik Monk,3
822,Domantas Sabonis,Malik Monk,2
823,Domantas Sabonis,Trey Lyles,2
824,Malik Monk,Trey Lyles,3
825,Malik Monk,De'Aaron Fox,2
826,Domantas Sabonis,Trey Lyles,2
827,Trey Lyles,Malik Monk,2
828,De'Aaron Fox,Trey Lyles,3
829,De'Aaron Fox,Harrison Barnes,3
830,Kevin Huerter,Harrison Barnes,2
831,Davion Mitchell,Richaun Holmes,2
832,Keegan Murray,Richaun Holmes,2
833,Davion Mitchell,Kevin Huerter,3
834,Davion Mitchell,Richaun Holmes,2
835,Davion Mitchell,Keegan Murray,3
836,Malik Monk,Davion Mitchell,2
837,De'Aaron Fox,Malik Monk,2
838,De'Aaron Fox,Trey Lyles,2
839,Davion Mitchell,Kevin Huerter,3
840,Davion Mitchell,Malik Monk,2
841,Harrison Barnes,Keegan Murray,3
842,Trey Lyles,Harrison Barnes,2
843,De'Aaron Fox,Keegan Murray,2
844,Richaun Holmes,Davion Mitchell,2
845,Davion Mitchell,Trey Lyles,3
846,Davion Mitchell,Trey Lyles,2
847,Davion Mitchell,Trey Lyles,2
848,Richaun Holmes,De'Aaron Fox,3
849,De'Aaron Fox,Keegan Murray,2
850,De'Aaron Fox,Domantas Sabonis,2
851,De'Aaron Fox,Domantas Sabonis,2
852,Domantas Sabonis,Kevin Huerter,3
853,Harrison Barnes,Trey Lyles,3
854,De'Aaron Fox,Davion Mitchell,3
855,Malik Monk,De'Aaron Fox,3
856,De'Aaron Fox,Trey Lyles,2
857,De'Aaron Fox,Domantas Sabonis,2
858,Davion Mitchell,Domantas Sabonis,2
859,Domantas Sabonis,Malik Monk,3
860,Malik Monk,De'Aaron Fox,2
861,Keegan Murray,Domantas Sabonis,3
862,KZ Okpala,De'Aaron Fox,2
863,De'Aaron Fox,Malik Monk,3
864,De'Aaron Fox,Domantas Sabonis,2
865,Harrison Barnes,Keegan Murray,3
866,Domantas Sabonis,Harrison Barnes,2
867,De'Aaron Fox,Kevin Huerter,3
868,Domantas Sabonis,Malik Monk,2
869,Trey Lyles,Domantas Sabonis,3
870,Davion Mitchell,Malik Monk,3
871,De'Aaron Fox,Malik Monk,2
872,Malik Monk,KZ Okpala,3
873,De'Aaron Fox,Malik Monk,2
874,De'Aaron Fox,Malik Monk,3
875,Kevin Huerter,Davion Mitchell,2
876,Trey Lyles,De'Aaron Fox,3
877,Trey Lyles,Domantas Sabonis,2
878,Domantas Sabonis,Malik Monk,2
879,De'Aaron Fox,Malik Monk,2
880,Trey Lyles,Domantas Sabonis,2
881,Harrison Barnes,Domantas Sabonis,2
882,Keegan Murray,Domantas Sabonis,2
883,Domantas Sabonis,De'Aaron Fox,2
884,De'Aaron Fox,Keegan Murray,2
885,Domantas Sabonis,Kevin Huerter,3
886,Domantas Sabonis,Harrison Barnes,2
887,De'Aaron Fox,Domantas Sabonis,3
888,Domantas Sabonis,Kevin Huerter,3
889,Davion Mitchell,Malik Monk,2
890,Malik Monk,Davion Mitchell,2
891,Davion Mitchell,De'Aaron Fox,3
892,Malik Monk,Richaun Holmes,2
893,Davion Mitchell,Trey Lyles,3
894,De'Aaron Fox,Kevin Huerter,2
895,Kevin Huerter,Domantas Sabonis,2
896,Domantas Sabonis,Keegan Murray,3
897,Domantas Sabonis,Harrison Barnes,3
898,Domantas Sabonis,Kevin Huerter,3
899,De'Aaron Fox,Domantas Sabonis,3
900,Kevin Huerter,Harrison Barnes,2
901,Malik Monk,Domantas Sabonis,2
902,Malik Monk,Domantas Sabonis,2
903,De'Aaron Fox,Richaun Holmes,2
904,Malik Monk,Richaun Holmes,2
905,De'Aaron Fox,Davion Mitchell,2
906,Trey Lyles,Domantas Sabonis,2
907,De'Aaron Fox,Domantas Sabonis,2
908,De'Aaron Fox,Kevin Huerter,3
909,Domantas Sabonis,Kevin Huerter,2
910,De'Aaron Fox,Kevin Huerter,2
911,De'Aaron Fox,Kevin Huerter,2
912,Keegan Murray,Kevin Huerter,3
913,Keegan Murray,Kevin Huerter,3
914,Harrison Barnes,De'Aaron Fox,3
915,Kevin Huerter,Harrison Barnes,3
916,Kevin Huerter,Keegan Murray,3
917,Domantas Sabonis,Malik Monk,2
918,Malik Monk,Trey Lyles,2
919,Trey Lyles,Malik Monk,2
920,Davion Mitchell,Trey Lyles,3
921,Malik Monk,Domantas Sabonis,2
922,Kevin Huerter,De'Aaron Fox,2
923,Kevin Huerter,Richaun Holmes,2
924,De'Aaron Fox,Malik Monk,3
925,De'Aaron Fox,Harrison Barnes,3
926,De'Aaron Fox,Harrison Barnes,3
927,Domantas Sabonis,Kevin Huerter,3
928,De'Aaron Fox,Keegan Murray,2
929,Kevin Huerter,Keegan Murray,3
930,Trey Lyles,Malik Monk,3
931,De'Aaron Fox,Davion Mitchell,2
932,De'Aaron Fox,Keegan Murray,2
933,Domantas Sabonis,Harrison Barnes,3
934,Malik Monk,Kevin Huerter,2
935,Domantas Sabonis,Kevin Huerter,3
936,Alex Len,Chimezie Metu,2
937,De'Aaron Fox,Kevin Huerter,3
938,De'Aaron Fox,Keegan Murray,3
939,Domantas Sabonis,Harrison Barnes,3
940,Davion Mitchell,Harrison Barnes,3
941,Domantas Sabonis,Kevin Huerter,3
942,Malik Monk,Davion Mitchell,2
943,Malik Monk,Trey Lyles,2
944,Keegan Murray,Domantas Sabonis,2
945,Domantas Sabonis,Keegan Murray,3
946,Domantas Sabonis,Kevin Huerter,2
947,Harrison Barnes,Kevin Huerter,2
948,Kevin Huerter,Domantas Sabonis,2
949,De'Aaron Fox,Harrison Barnes,3
950,De'Aaron Fox,Domantas Sabonis,2
951,De'Aaron Fox,Keegan Murray,3
952,Harrison Barnes,Keegan Murray,2
953,Malik Monk,Domantas Sabonis,2
954,De'Aaron Fox,Davion Mitchell,2
955,Malik Monk,De'Aaron Fox,3
956,Domantas Sabonis,De'Aaron Fox,2
957,Domantas Sabonis,De'Aaron Fox,2
958,Domantas Sabonis,Keegan Murray,2
959,Domantas Sabonis,Kevin Huerter,2
960,De'Aaron Fox,Harrison Barnes,3
961,De'Aaron Fox,Keegan Murray,2
962,De'Aaron Fox,Domantas Sabonis,2
963,Domantas Sabonis,Kevin Huerter,2
964,Keegan Murray,Davion Mitchell,2
965,Domantas Sabonis,Kevin Huerter,3
966,Harrison Barnes,Domantas Sabonis,2
967,Malik Monk,Trey Lyles,2
968,Malik Monk,Domantas Sabonis,2
969,Domantas Sabonis,Malik Monk,3
970,Domantas Sabonis,Keegan Murray,3
971,Kevin Huerter,Domantas Sabonis,2
972,Domantas Sabonis,Harrison Barnes,3
973,Kevin Huerter,Keegan Murray,3
974,Domantas Sabonis,De'Aaron Fox,2
975,Domantas Sabonis,De'Aaron Fox,2
976,Domantas Sabonis,Kevin Huerter,3
977,Kevin Huerter,Harrison Barnes,2
978,Kevin Huerter,Malik Monk,2
979,Malik Monk,Domantas Sabonis,2
980,Trey Lyles,Davion Mitchell,3
981,Malik Monk,Domantas Sabonis,2
982,Malik Monk,Harrison Barnes,2
983,Kevin Huerter,Harrison Barnes,2
984,De'Aaron Fox,Harrison Barnes,2
985,De'Aaron Fox,Kevin Huerter,3
986,Domantas Sabonis,Kevin Huerter,2
987,De'Aaron Fox,Keegan Murray,3
988,De'Aaron Fox,Domantas Sabonis,2
989,Harrison Barnes,Kevin Huerter,3
990,Keegan Murray,Domantas Sabonis,2
991,Domantas Sabonis,Kevin Huerter,3
992,Kevin Huerter,Davion Mitchell,3
993,Terence Davis,Davion Mitchell,3
994,Terence Davis,Davion Mitchell,3
995,KZ Okpala,Trey Lyles,3
996,Kevin Huerter,Harrison Barnes,2
997,De'Aaron Fox,Domantas Sabonis,2
998,De'Aaron Fox,Harrison Barnes,3
999,De'Aaron Fox,Keegan Murray,3
1000,Kevin Huerter,Domantas Sabonis,2
1001,De'Aaron Fox,Keegan Murray,3
1002,Domantas Sabonis,Keegan Murray,2
1003,Domantas Sabonis,Kevin Huerter,3
1004,De'Aaron Fox,Keegan Murray,3
1005,De'Aaron Fox,Richaun Holmes,2
1006,Domantas Sabonis,Kevin Huerter,2
1007,KZ Okpala,Domantas Sabonis,2
1008,Domantas Sabonis,Trey Lyles,3
1009,De'Aaron Fox,Domantas Sabonis,2
1010,Domantas Sabonis,Keegan Murray,2
1011,Domantas Sabonis,De'Aaron Fox,3
1012,Domantas Sabonis,Kevin Huerter,3
1013,De'Aaron Fox,Harrison Barnes,2
1014,Keegan Murray,Kevin Huerter,3
1015,Domantas Sabonis,Harrison Barnes,2
1016,Domantas Sabonis,Harrison Barnes,2
1017,Harrison Barnes,Keegan Murray,3
1018,Malik Monk,Domantas Sabonis,2
1019,Domantas Sabonis,Malik Monk,2
1020,De'Aaron Fox,Domantas Sabonis,3
1021,Chimezie Metu,Trey Lyles,3
1022,Trey Lyles,Chimezie Metu,2
1023,De'Aaron Fox,Chimezie Metu,2
1024,De'Aaron Fox,Trey Lyles,3
1025,Kevin Huerter,Malik Monk,2
1026,De'Aaron Fox,Keegan Murray,3
1027,Malik Monk,Harrison Barnes,3
1028,Malik Monk,Keegan Murray,3
1029,Malik Monk,Harrison Barnes,2
1030,Domantas Sabonis,Keegan Murray,3
1031,De'Aaron Fox,Kevin Huerter,2
1032,Keegan Murray,Harrison Barnes,3
1033,Kevin Huerter,Harrison Barnes,3
1034,Malik Monk,Keegan Murray,3
1035,Keegan Murray,Davion Mitchell,3
1036,Domantas Sabonis,Malik Monk,2
1037,Davion Mitchell,Malik Monk,2
1038,De'Aaron Fox,Chimezie Metu,2
1039,De'Aaron Fox,KZ Okpala,3
1040,Kevin Huerter,Chimezie Metu,2
1041,KZ Okpala,Malik Monk,2
1042,Malik Monk,Kevin Huerter,3
1043,De'Aaron Fox,KZ Okpala,2
1044,Kevin Huerter,Harrison Barnes,3
1045,Domantas Sabonis,Harrison Barnes,3
1046,Trey Lyles,Davion Mitchell,2
1047,Chimezie Metu,Trey Lyles,2
1048,Matthew Dellavedova,Trey Lyles,3
1049,Terence Davis,Matthew Dellavedova,3
1050,Domantas Sabonis,Harrison Barnes,3
1051,Terence Davis,Keegan Murray,3
1052,De'Aaron Fox,Terence Davis,3
1053,Davion Mitchell,Harrison Barnes,2
1054,Malik Monk,Domantas Sabonis,2
1055,Malik Monk,KZ Okpala,3
1056,Domantas Sabonis,Keegan Murray,3
1057,Domantas Sabonis,Malik Monk,2
1058,Domantas Sabonis,Malik Monk,3
1059,Domantas Sabonis,Terence Davis,3
1060,Domantas Sabonis,Keegan Murray,3
1061,Keegan Murray,Malik Monk,3
1062,De'Aaron Fox,Domantas Sabonis,2
1063,Terence Davis,Domantas Sabonis,2
1064,De'Aaron Fox,Harrison Barnes,3
1065,Domantas Sabonis,Harrison Barnes,3
1066,Davion Mitchell,Keegan Murray,3
1067,Malik Monk,Domantas Sabonis,2
1068,De'Aaron Fox,Chimezie Metu,2
1069,De'Aaron Fox,Chimezie Metu,2
1070,Domantas Sabonis,De'Aaron Fox,3
1071,De'Aaron Fox,Trey Lyles,3
1072,De'Aaron Fox,Trey Lyles,2
1073,De'Aaron Fox,Domantas Sabonis,2
1074,De'Aaron Fox,Trey Lyles,3
1075,Domantas Sabonis,Trey Lyles,3
1076,Keegan Murray,PJ Dozier,3
1077,Richaun Holmes,Matthew Dellavedova,2
1078,Domantas Sabonis,De'Aaron Fox,2
1079,Domantas Sabonis,Harrison Barnes,2
1080,Harrison Barnes,Trey Lyles,3
1081,Harrison Barnes,Trey Lyles,2
1082,De'Aaron Fox,Malik Monk,3
1083,Trey Lyles,Malik Monk,3
1084,De'Aaron Fox,Malik Monk,3
1085,Chimezie Metu,Trey Lyles,2
1086,De'Aaron Fox,Malik Monk,3
1087,Harrison Barnes,Keegan Murray,2
1088,Domantas Sabonis,De'Aaron Fox,2
1089,Keegan Murray,Domantas Sabonis,2
1090,Domantas Sabonis,Keegan Murray,3
1091,Domantas Sabonis,Keegan Murray,2
1092,Terence Davis,Harrison Barnes,2
1093,De'Aaron Fox,Trey Lyles,2
1094,Terence Davis,Trey Lyles,2
1095,Domantas Sabonis,Terence Davis,3
1096,Domantas Sabonis,Terence Davis,3
1097,Domantas Sabonis,De'Aaron Fox,3
1098,Domantas Sabonis,De'Aaron Fox,2
1099,Terence Davis,Domantas Sabonis,2
1100,Domantas Sabonis,Harrison Barnes,3
1101,Domantas Sabonis,Harrison Barnes,3
1102,Malik Monk,Trey Lyles,2
1103,Domantas Sabonis,Davion Mitchell,3
1104,Domantas Sabonis,Harrison Barnes,3
1105,De'Aaron Fox,Terence Davis,3
1106,Domantas Sabonis,De'Aaron Fox,3
1107,Domantas Sabonis,Harrison Barnes,3
1108,Domantas Sabonis,Harrison Barnes,3
1109,Trey Lyles,Richaun Holmes,3
1110,Matthew Dellavedova,Terence Davis,2
1111,Matthew Dellavedova,Richaun Holmes,2
1112,De'Aaron Fox,Kevin Huerter,2
1113,Domantas Sabonis,Harrison Barnes,3
1114,Keegan Murray,Kevin Huerter,3
1115,Kevin Huerter,Davion Mitchell,3
1116,Domantas Sabonis,Harrison Barnes,3
1117,Malik Monk,Chimezie Metu,2
1118,Malik Monk,Domantas Sabonis,2
1119,Keegan Murray,Kevin Huerter,2
1120,De'Aaron Fox,Domantas Sabonis,2
1121,Domantas Sabonis,Keegan Murray,3
1122,Domantas Sabonis,Harrison Barnes,3
1123,De'Aaron Fox,Keegan Murray,3
1124,Kevin Huerter,Domantas Sabonis,2
1125,Domantas Sabonis,Keegan Murray,3
1126,Kevin Huerter,Chimezie Metu,2
1127,Malik Monk,Harrison Barnes,3
1128,Chimezie Metu,Davion Mitchell,3
1129,Malik Monk,Trey Lyles,3
1130,Malik Monk,Keegan Murray,2
1131,Domantas Sabonis,De'Aaron Fox,3
1132,Domantas Sabonis,Harrison Barnes,2
1133,Domantas Sabonis,Davion Mitchell,3
